x,y
"SPB SPG FULL TIME Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma) Penuh Waktu seragam;mengikuti jam operasional outlet SPG/SPBsebelum melamar wajib cek website untuk pengenalan produk https://hurricane.co.id/xcs-mobil/Kualifikasi (BUDAYAKAN MEMBACA):Memliki MENTAL SALES (Orientasi target dan kreatif)Pendidikan Minimal SMA sederajat.Usia 20-33 tahun (MAKSIMAL).WAJIB Berpengalaman di bidang sales, SPG/SPB/MARKETING.Memiliki PASSION dalam berjualan (bisa jualan).Ramah, sopan, attitude baik, goodlooking point plus.Mampu bekerja dalam mencapai target.Ulet dan pekerja keras.TARGET ORIENTED.Niat kerja.Tugas Dan Tanggung Jawab:Memberikan informasi produk kepada customer.Menjual produk dan melayani customer dengan sopan dan baik.Menyusun dan membersihkan display produk sesuai ketentuan yang ada.Memastikan dan menjaga kondisi stock yang ada.Membuat laporan penjualan.Mempromosikan product event yg sedang berjalan.Mampu berkomunikasi dengan baik kepada customer.Memahami keunggulan product.Mampu bekerja team/individu.Fasilitas yg akan diterima:Gaji pokokInsentifBonusPenempatan:  BEKASI, DEPOK, JAKARTA, MAKASSAR, MALANG, SURABAYA, TANGERANG, TUBAN, PALU, BOGOR, SURAKARTAPENEMPATAN KERJA SESUAI LOKASI TINGGAL ","{
  ""required_skills"": [
    ""Sales"",
    ""Marketing"",
    ""Communication"",
    ""Teamwork"",
    ""Target Oriented"",
    ""Ule"",
    ""Pekerja keras"",
    ""Ramah"",
    ""Sopan"",
    ""Goodlooking"",
    ""Kreatif"",
    ""Mental Sales"",
    ""Pengalaman di bidang sales"",
    ""Pengalaman di SPG/SPB"",
    ""Pengalaman di MARKETING"",
    ""Pemahaman keunggulan produk"",
    ""Pengalaman membuat laporan penjualan"",
    ""Pengalaman mempromosikan product event""
  ]
}"
"Operation Development (Nusa Tenggara and Maluku Rotation) Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi kesehatan;Pinjaman;Bisnis (contoh: Kemeja) Qualification:Minimum 3 years Diploma Degree from any majorHave a minimum of 1 year work experience, preferably in Logistic/Shipping OperationGood leadership skillAble to work in a fast tempo and under pressureReady to be placed in our branches (Nusa Tenggara and Maluku Region)Responsibilities:Will be assigned to be the Branch Bussiness Operation Head of PT Mentari Mas MultimodaEnsure operational activities at the branch are in accordance with the ship's itinerary (RPK) and run effectivelyMonitor the costs required are in accordance with the activities and master costExplore new market potential""We need a man, who can afford far away from home, to solve the impossible, to make sure our ship will back and filled with hopes from far away people, to helping us build this nation."" ","{
  ""required_skills"": [
    ""Leadership"",
    ""Logistic/Shipping Operation"",
    ""Time Management"",
    ""Problem Solving"",
    ""Communication"",
    ""Team Management"",
    ""Cost Management"",
    ""Market Research"",
    ""Adaptability"",
    ""Teamwork""
  ]
}"
"FINANCE (Mandarin Speaker) Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);BPJS, Insurance, Bonus Dexin Steel Indonesia company, one of the largest steel companyJob Requirement:1. Bachelor degree or above according to finance needs;2. Fresh Graduates are welcome;3. Fluent in Mandarin is a must;4. Good communication skills,flexible learning ability and strong desire to develop;5. Self-motivated and willing to undertake pressure. ","{
  ""required_skills"": [
    ""Finance"",
    ""Mandarin language"",
    ""Bachelor degree or above"",
    ""Good communication skills"",
    ""Flexible learning ability"",
    ""Self-motivated"",
    ""Ability to work under pressure""
  ]
}"
"Personal Assistant Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Jam Bekerja yang Panjang;Bisnis (contoh: Kemeja) Responsibilities: Manage and assist the Director's activities.Handle a wide variety of task and situations.All arrangements (contacting clients, etc.) including personal needs (hotel bookings, plane tickets, medicine, etc.)Schedules and handle appointments, to ensure everything is of quality.Maintain good relationship with clients.Qualifications :Fluent in Bahasa Indonesia and English and/or Mandarin language.Diploma or Bachelor's Degree, fresh graduates are welcomed. Maximum age of 39 years old. Excellent communication and interpersonal skills. Strong planning and organizational skills, bright, dynamic and highly motivated. Must be reachable for 24/7Able to work for long hours.Able to travel abroad. Healty physique.Having a presentable look and good manners. ","{
  ""required_skills"": [
    ""Fluent in Bahasa Indonesia and English and/or Mandarin language"",
    ""Excellent communication and interpersonal skills"",
    ""Strong planning and organizational skills"",
    ""Dynamic and highly motivated"",
    ""Reachable for 24/7"",
    ""Able to work for long hours"",
    ""Able to travel abroad"",
    ""Good health and physique"",
    ""Presentable look and good manners""
  ]
}"
"Business Development Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi Gigi;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Job Description:· Research companies to contact in.· Experiment with different outreach intervals / content / sales scripts to identify successful strategies.· Use of strong selling and influencing skills to set up qualified appointments.· Make cold and warm phone calls to contacts / follow up or pre-empt your email communications, manage the entire sales cycle, from prospecting to calling, giving demos & closing.· Providing online or offline presentation of Harmony as an accounting solution for potential clients.· Build & maintain relationship with potential Accountant or Business Manager for Business Development Sales Rep for Accounting Products.· Log, track and maintains customer contact and contact records.· Provide weekly reports of progress & results to management.· Work directly with marketing to discover opportunities from leads, and set appointments from those leads.Requirements/Qualifications:· Having at least 1-2 years of experience selling SaaS or IT products (SMEs / SMBs) in relevant Finance or Accounting Industry.· Proficient with corporate productivity and web presentation tools.· Comfortable and confident speaking to mid-level and senior executives.· Results focused, competitive, have deep self-motivation & the ability to self-manage.· Able to provide reports in analytical, detail-oriented manner.· Excellent written and verbal communication skills· Strong organizational skills & strong interpersonal communication skills. Desire to drive results and improve every day.· Have a positive, can-do attitude, extraordinary hustle, disdain for failure and hunger/appreciation for feedback.· Having Relevant Experience in Accounting Software Company is A Plus.· Huge plus: experience selling to HR Manager, CEO, Accountant or Finance Manager· If possible provide track record of over-achieving quota.· Age between 22-35 years. ","{
  ""required_skills"": [
    ""Sales"",
    ""Business Development"",
    ""Accounting"",
    ""SaaS"",
    ""IT products"",
    ""Productivity tools"",
    ""Web presentation tools"",
    ""Communication skills"",
    ""Organizational skills"",
    ""Interpersonal communication skills"",
    ""Analytical skills"",
    ""Time management"",
    ""Self-motivation"",
    ""Self-management"",
    ""Results focus"",
    ""Competitive drive"",
    ""Problem-solving"",
    ""Teamwork"",
    ""Leadership"",
    ""Adaptability"",
    ""Resilience"",
    ""Strategic thinking"",
    ""Digital literacy""
  ]
}"
"Field Collection Lulusan baru/Pengalaman kerja kurang dari 1 tahun SMA, SMU/SMK/STM Kontrak Asuransi Gigi;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Waktu regular, Senin - Jumat;Bonus;Smart Casual Business Deskripsi Pekerjaan Melakukan kunjungan langsung kepada Pelanggan untuk mengingatkan pembayaran cicilan yang telah jatuh tempoPersyaratanPendidikan Minimal SMA/SederajatMemiliki Sepeda Motor dan SIM C AktifFamiliar dengan sekitar area domisiliBenefit Jenjang karirPengahasilan PokokReward InsentifTunjangan KesehatanTunjangan TransportTunjangan Komunikasi ","{""required_skills"": [""Communication"", ""Customer Service"", ""Time Management"", ""Navigation"", ""Problem Solving"", ""Interpersonal Skills"", ""Analytical Skills"", ""Basic Knowledge of Insurance""]}"
"Process Engineer Supervisor/Koordinator Sarjana (S1) Penuh Waktu Asuransi kesehatan;Pinjaman;Company Uniform (T-Shirts, Shirts) 1. Monitoring production capacity which follow up production planning2. Monitoring and follow up machine and equipment with Engineering3. Monitoring and increase efficiency of production department4. Monitoring customer asset and rubber between line process- Able control, set and maintenance quality system ISO 9001- Knowledge about the material, process, machines and maintenance, quality, -- delivery, project , personal management and budgeting-Have ability how analyze data & graphic-Able to use English, written and spoken.-Able to use computer. ","{
""required_skills"": [
""Process Monitoring"",
""Production Planning"",
""Quality System Management"",
""ISO 9001"",
""Material Knowledge"",
""Process Knowledge"",
""Maintenance Knowledge"",
""Project Management"",
""Budgeting"",
""Data Analysis"",
""Graphic Analysis"",
""English Language Proficiency"",
""Computer Skills"",
""Team Management"",
""Personal Management""
]"
"Junior Accounting Supervisor/Koordinator Sarjana (S1) Penuh Waktu Tip;Asuransi kesehatan;Parkir;Kasual (contoh: Kaos);Regular hours ,Monday - Saturday PT In Fashion has Full Time opportunity for a smart, organized and strong Accounting Administrator. PT In Fashion is a highly successful manufacturer producing fashion goods for an American customer.  Roles and ResponsibilitiesHelping to run daily accounting tasks according to plansHelping to Build the company’s current accounting team and systems to match the growing pace of the companyCreate and constantly improve Systems & SOP'sMain RequirementsCandidate must possess at least a Bachelor's Degree (S1) Finance/Accountancy/Banking or equivalent degreeFamiliar with QuickBooksFamiliar with all taxesA methodical and logical approachPositive and open Learning AttitudePro-active and flexible mindsetHigh-level attention to detailsStrong communication skillsCreative Problem-solving SkillsMultitasking skillsStrong organizational skillsAt least 2 year(s) of working experience in the related fieldKnows how to operate Microsoft Word and Microsoft Excel.Excellent English skill (written and verbal) and Bahasa IndonesiaHave been vaccinated COVID-19 with BOTH dosesApplicants must be willing to work in Badung – Bali.Applicants must be domiciled in Bali ","{
  ""required_skills"": [
    ""Bachelor's Degree in Finance/Accountancy/Banking or equivalent"",
    ""Familiar with QuickBooks"",
    ""Knowledge of all taxes"",
    ""Methodical and logical approach"",
    ""Positive and open Learning Attitude"",
    ""Pro-active and flexible mindset"",
    ""High-level attention to details"",
    ""Strong communication skills"",
    ""Creative Problem-solving Skills"",
    ""Multitasking skills"",
    ""Strong organizational skills"",
    ""At least 2 year(s) of working experience in accounting field"",
    ""Microsoft Word and Microsoft Excel skills"",
    ""Excellent English skill (written and verbal)"",
    ""Excellent Bahasa Indonesia skill"",
    ""COVID-19 vaccination with BOTH doses""
  ]
}"
"Sales Marketing Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma) Penuh Waktu Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Seragam & Kemeja PT OSHA ASIA Pabrik sepatu safety membutuhkan tenaga Sales muda dan berpengalamanKualifikasi :Penampilan ProfessionalBerkomunikasi dengan baikMampu melakukan presentasiMinimal lulusan D3Minimal memiliki pengalaman kerja selama 2 tahun di bidang yang samaBersedia tugas luar kotaTanggung jawab :Menjalin hubungan dengan customerMelakukan presentasi :Bekerja sama dengan tim lainFasilitas:SalaryKomisiBPJS ","{
  ""required_skills"": [
    ""Penampilan Profesional"",
    ""Berkomunikasi dengan baik"",
    ""Mampu melakukan presentasi"",
    ""Minimal lulusan D3"",
    ""Minimal memiliki pengalaman kerja selama 2 tahun di bidang yang sama"",
    ""Bersedia tugas luar kota""
  ]
}"
"Full Stack Web Developer Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Bonus URGENTLY NEEDEDFULL STACK WEB DEVELOPERWe are looking for an experienced Full Stack Developer to help us keep growing. The key responsibilities is to work in team building and upgrading our system.Candidate must possess at least bachelor’s degree in Computer Science / Information Technology or equivalentMinimum 2 years Proven work experience as a Fullstack developerIn-depth understanding of the entire web development process (design, development and deployment).Strong knowledge of PHP, SQL, JS Framework, MVC, web services ","{
  ""required_skills"": [
    ""Full Stack Development"",
    ""Team Building"",
    ""System Upgrading"",
    ""Bachelor's degree in Computer Science / Information Technology or equivalent"",
    ""Minimum 2 years work experience as a Fullstack developer"",
    ""Web development process (design, development and deployment)"",
    ""PHP"",
    ""SQL"",
    ""JS Framework"",
    ""MVC"",
    ""Web services""
  ]
}"
"Cleaning Service Gedung Lulusan baru/Pengalaman kerja kurang dari 1 tahun SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma) Penuh Waktu nan TugasBertanggung jawab untuk menjaga kebersihan di lokasi yang sudah ditugaskan.Membersihkan area sesuai dengan SOP secara efektif dan efisien.Melakukan tugas dari management dan external sesuai dengan tugas dan tanggung jawab yang telah disepakati.PersyaratanUsia Minimal 18 s/d 47 TahunMinimal SMP - SMA / K SederajatRapi, jujur, rajin, ramah & sopanPengalaman / non pengalamanBisa bekerja dalam timBersedia bekerja lembur jika dibutuhkanMemiliki inisiatif & cekatan dalam bekerjaSehat jasmani dan rohaniFresh Graduate bisa daftar ","{
  ""required_skills"": [
    ""Time management"",
    ""Teamwork"",
    ""Initiative"",
    ""Attention to detail"",
    ""Physical fitness"",
    ""Communication"",
    ""Adaptability"",
    ""Reliability"",
    ""Honesty"",
    ""Responsibility"",
    ""Problem-solving""
  ]
}"
"Sales Executive Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Tentang majoomajoo Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang aplikasi wirausaha lengkap mulai dari pengelolaan penjualan,pelanggan, pembayaran, inventori, keuangan, karyawan sampai dengan pembiayaan usaha. Saat ini majoo sedang mencari Sales Executive untuk ditempatkan di Jakarta Timur dengan kualifikasi dan deskripsi pekerjaan sebagai berikut.Deskripsi PekerjaanMengumpulkan daftar merchant potensialMeningkatkan penjualan secara efektif (direct selling/ meeting)Melakukan demonstrasi produk berdasarkan kebutuhan merchant (edukasi dan instalasi aplikasi Majoo)Berkoordinasi dengan atasan dan divisi terkait (terkait pembayaran)Penempatan Jakarta TimurKualifikasiPendidikan minimal SMA atau sederajatMemiliki pengalaman kerja di bidang sales minimal 1 tahunUsia maksimal 35 tahunMemiliki kendaraan pribadi dan SIM-C (minimal)Aktif dalam komunitas atau organisasi akan menjadi nilai tambahKomunikatif, bisa bekerjasama dalam tim, dan menyukai bekerja di lapanganMempunyai smartphone android dan aktif dalam bersosial mediaKompensasi dan BenefitBPJS Kesehatan dan KetenagakerjaanInsentifJam kerja yang fleksibelFasilitasTools Kit (Tablet, brosur, bluetooth printer, dan lanyard) ","{
  ""required_skills"": [
    ""Communication"",
    ""Teamwork"",
    ""Sales"",
    ""Demonstration"",
    ""Education"",
    ""Installation"",
    ""Coordination"",
    ""Time management"",
    ""Flexibility"",
    ""Problem solving"",
    ""Adaptability"",
    ""Digital literacy"",
    ""Social media"",
    ""Data analysis"",
    ""Customer service"",
    ""Basic computer skills"",
    ""Android smartphone operation""
  ]
}"
"Supervisor HRD Fabrikasi Supervisor/Koordinator Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Kontrak Asuransi kesehatan;Bisnis (contoh: Kemeja) Deskripsi Tugas & Tanggung JawabMelaksanakan supervisi segala aktivitas HRD & GAMelakukan Supervisi Personalia terhadap update terkait karyawan, perpanjangan kontrak, peraturan perusahaan, promosi, mutasi dan resign di sistem HRBPJS Ketenagakerjaan dan Kesehatan, bertanggung jawab terhadap segala urusan terkaitSupervisi rekrutmen karyawan, merencanakan, melaksanakan dan mengkoordinir proses rekrutmen untuk mendapatkan SDM yang berkualitasSupervisi TrainingProblem Solving & Continuous Improvement, terlibat aktif menangani masalah terkait HRD & GA sehingga tercipta perbaikan yang berkesinambungan di area kerjaReporting, membuat dan memelihara laporan yang terkait HRD & GA sebagai dasar informasi Management SDMPersyaratan:Wajib pengalaman sebagai Supervisor HR Fabrikasi / Produksi Min 2 TahunPendidikan minimal S1 jurusan hukum, ilmu komunikasi, managemen SDMMemiliki Pengetahuan:Regulasi ketenagakerjaanHRMPsikologi umum, psikotest, asessment dan sistem rekrutmenCulture perusahaanSistem administrasi personalia, payroll & CHRIS secara umumKompetensi & pengembangan karyawanPerijinanGA system ","{
  ""required_skills"": [
    ""Supervisi Personalia"",
    ""Supervisi Rekrutmen"",
    ""Problem Solving & Continuous Improvement"",
    ""Reporting"",
    ""Management SDM"",
    ""Regulasi Ketenagakerjaan"",
    ""HRM"",
    ""Psikologi Umum"",
    ""Psikotest"",
    ""Asessment"",
    ""Sistem Rekrutmen"",
    ""Culture Perusahaan"",
    ""Sistem Administrasi Personalia"",
    ""Payroll"",
    ""CHRIS"",
    ""Kompetensi & Pengembangan Karyawan"",
    ""Perijinan"",
    ""GA System"",
    ""Kerja sama tim""
  ]
}"
"Sales Lulusan baru/Pengalaman kerja kurang dari 1 tahun Tidak terspesifikasi Penuh Waktu Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Mau setiap bulan dapat total penghasilan 2x Gaji dan Anda senang komunikasi dengan banyak orang?Bergabunglah dengan Pro Musik hanya jika Anda:Pandai berkomunikasi dengan banyak orang, baik melalui telepon, Sosial media ataupun tatap muka (diutamakan yang mengerti Audio)Ceria dan punya service-mindset dalam merespons pertanyaan dari potential clientBerpenampilan menarik & percaya diri untuk berbicara dengan para pemilik bisnis Pro Musik adalah toko Profesional Audio yang mendistribusikan produk-produk Pro Audio kelas dunia dengan merek-merek ternama.kami percaya suasana yang FUN & sedikit “GILA” akan membuat kami bekerja lebih optimal. Namun kami serius tentang KESUKSESAN.memberikan dampak positif bagi dunia pro audio maupun rental audio company dengan hidup “WOW” & memberikan “WOW” bagi orang lain Jika Anda tidak hanya ingin sekedar bekerja, namun juga belajar bersama, kami tunggu resume Anda.Responsibilities:Mencari para pemilik bisnis sebagai customer melalui strategi sales dengan cara membangun relasi & hubungan dengan para pebisnis Pro Audio dan Sound Retal, menjelaskan solusi untuk customer.Requirements:MinimumMemiliki pengalaman 1 tahun di dalam bidang penjualan. Terbuka kesempatan untuk fresh graduate.Memiliki kepribadian menyenangkan, senang bersosialisasi, berpikir kritis, percaya diri, dewasa & memiliki service mindsetBenefits:Monthly Fix IncomeMonthly Variable Incentive: Berdasarkan kinerja pribadiFull Employment: Status kepegawaian tetap & full time6 Working Day a Week: Bekerja 6 hari dalam seminggu, Senin hingga SabtuHanya jika Anda memenuhi kriteria, ACTION sekarang juga! Kirim RESUME + FOTO + GAJI TERAKHIR Anda sebelum 10 Feb 2022All resumes will be handled strictly confidential and only shortlisted candidates will be contactedWORK LOCATIONPro Musik JakartaKomplek Agung Sedayu/Harco Mangga Dua Blok P No. 7 Jakarta 10730 IndonesiaContact person: Nur Sayyidah (mobile +62 813 9177 9826) ","{
  ""required_skills"": [
    ""Sales"",
    ""Communication"",
    ""Customer Relationship Building"",
    ""Problem Solving"",
    ""Critical Thinking"",
    ""Confidence"",
    ""Maturity"",
    ""Service Mindset"",
    ""Business Development"",
    ""Account Management""
  ]
}"
"Regional New Retail Manager Supervisor/Koordinator Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Regional New Retail ManagerExperience Background :1. Retail dept / Retail based Company2. FMCG handle national chain store3. 5 years working experience retail Sales Dept4. Good Knowledge of Retail store management5. English language is necessary.Sallary NegotiableDISTRIC SALES MANAGER ( AREA SULAWESI UTARA DAN TERNATE)Pendidikan Minimal SMA Sederajat Usia Max 35 TahunBerpenampilan Menarik, Rapih dan KomunikatifMemiliki Pengalaman Pada Level Yang Sama Segala Bidang Min 2 TahunKemampuan Komunikasi, Leadership, Kerja Sama Team Yang BaikMemiliki Networking Yang Luas ","{
  ""required_skills"": [
    ""Retail store management"",
    ""Sales management"",
    ""English language"",
    ""Communication"",
    ""Leadership"",
    ""Teamwork"",
    ""Networking"",
    ""Sales department management"",
    ""FMCG handling"",
    ""Chain store management"",
    ""Regional sales management""
  ]
}"
"Receptionist Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Waktu regular, Senin - Jumat Deskripsi Pekerjaan:Menyambungkan Telepon (Incoming dan Outgoing call)Menyambut tamu yang datang dan memberikan informasi serta arahan terkait kunjungannyaMempersiapkan /koordinasi ruang meetingUpdate ext. telepon seluruh karyawanMengelola arsip yang berhubungan dengann resepsionis dan melakukan kegiatan administrasi sederhanaMengatur jadwal pertemuan antar tamu dengan pihak perusahaanMenerima dan meneruskan surat yang masukKualifikasi:Usia Max. 25 tahun.Minimal lulusan D3/S1 yang sederajat untuk semua jurusan.Memiliki pengalaman minimal 1 tahun pada posisi yang sama.Menguasai bahasa asing terutama Bahasa Inggris.Bisa mengoperasikan program minimal Microsoft OfficePenampilan menarik (Good Looking)Cekatan, teliti, ramah dan kooperatif.Proses Perekrutan:Walk in Interview ","{
  ""required_skills"": [
    ""Communication"",
    ""Customer Service"",
    ""Time Management"",
    ""Organization"",
    ""Data Entry"",
    ""Microsoft Office"",
    ""Language (English)"",
    ""Attention to detail"",
    ""Teamwork"",
    ""Adaptability"",
    ""Basic administration"",
    ""Scheduling""
  ]
}"
"3D Animator Lulusan baru/Pengalaman kerja kurang dari 1 tahun Tidak terspesifikasi Penuh Waktu Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Parkir;Penglihatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Creative thinkingMemiliki skill graphic designer, motion graphic & 3D animator Membuat dan mengolah daily content 3D, animasi dan visual effect/ Motion Graphic untuk content harian disosial mediaBerimajinasi tinggiPekerja keras, memiliki loyalitas tinggi terhadap perusahaan ","{
  ""required_skills"": [
    ""Creative thinking"",
    ""Graphic design"",
    ""Motion graphics"",
    ""3D animation"",
    ""Visual effects"",
    ""Content creation"",
    ""Social media management"",
    ""Team loyalty"",
    ""Hardworking"",
    ""Imagination"",
    ""Time management""
  ]
}"
"School Support Officer for Quipper School Premium Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Memelihara hubungan baik dengan sekolah;Membantu sekolah dalam meningkatkan sistem belajar mengajar dengan memanfaatkan Quipper School Premium;Memberikan layanan konsultasi terkait penggunaan Quipper School Premium dengan memanfaatkan ilmu pendidikan (metode belajar, pedagogi) sebagai dasar untuk meningkatkan sistem belajar-mengajar;Menyediakan laporan dan evaluasi penggunaan;Menerima masukan dari guru dan menyampaikannya ke tim terkait;Membantu guru dan siswa untuk mengatasi masalah terkait penggunaan Quipper School Premium.Kualifikasi:Sarjana pendidikan (S.Pd jurusan apapun);Memiliki pengalaman sebagai konsultan pendidikan menjadi nilai tambah;Dapat menunjukkan kemampuan komunikasi yang baik, secara tertulis dan oral;Memiliki kemampuan yang baik dalam menganalisa dan menyelesaikan masalah: menemukan akar permasalahan, mencari solusi, dan membuat rekomendasi perbaikan;Self-driven and dan mampu bekerja secara mandiri;Memiliki minat yang kuat untuk berkontribusi dalam memajukan pendidikan Indonesia. ","{
  ""required_skills"": [
    ""Communication"",
    ""Problem analysis"",
    ""Problem solving"",
    ""Consultation"",
    ""Report writing"",
    ""Evaluation"",
    ""Time management"",
    ""Self-motivation"",
    ""Independence"",
    ""Analytical thinking"",
    ""Teaching methodology"",
    ""Pedagogy"",
    ""Education policy"",
    ""School management"",
    ""Collaboration"",
    ""Adaptability""
  ]
}"
"Cook Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Kualifikasi :Pendidikan minimal SMAMinimal memiliki pengalaman selama 1 tahun di bidang yang samaBersedia ditempatkan di seluruh Indonesia Tugas & Tanggung jawab:Bertanggung jawab penuh atas operasional Kitchen dan dapat membuat menu restoran dengan baikMelakukan pengecekan bahan makanan dan penyetokannyaBertanggung jawab atas mutu dan jumlah/ porsi makananBertanggung jawab atas kontrol makanan sesuai standard yang ditetapkanBertanggung jawab atas kebersihan area kitchenMengatur dan menjaga penyimpanan bahan makanan dan peralatan yang digunakan dengan baik ","{
  ""required_skills"": [
    ""pengalaman kerja 1 tahun"",
    ""pengetahuan tentang operasional kitchen"",
    ""pengetahuan tentang mutu dan kontrol makanan"",
    ""pengetahuan tentang kebersihan dan sanitasi"",
    ""pengetahuan tentang pengelolaan bahan makanan"",
    ""kemampuan membuat menu restoran"",
    ""kemampuan mengatur dan menjaga penyimpanan bahan makanan dan peralatan"",
    ""kemampuan berkomunikasi dan bekerja sama"",
    ""kemampuan bekerja dalam tekanan"",
    ""pengetahuan tentang peraturan dan standar keamanan makanan""
  ]
}"
"Social Media Content Creator Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan SOCIAL MEDIA CONTENT CREATORREQUIREMENTS:Expert in Adobe software such as Photoshop, Premiere, Lightroom, and other video editing applicationFluent in oral & written EnglishCreative in story telling (how to convey messages to potential clients about our brand and products) in the form of creative and engaging contents.Know yourway around the latest music and video trends in Instagram/TiktokKnowledge of product photography / videography in order to be able to create beautiful contentsMust have a a good sense of fashion especially in fashionOffice in Gading Serpong, Monday to Friday 9 am - 5 pmMinimum working experience of 2 years in the same industryDegree D3/S1Have a pleasant personality, responsible and pay attention to detailsGood/Pleasant looking and able to talk naturally infront of camerasJOB DESCRIPTION:Creating creative and engaging IG stories / TiktokWork with a team to create engaging IG Feeds/Reels / TiktokWork with a team to create campaign every monthCreating Product Catalog on a routine basisVideo production on a routine basisHosting IG Live & Shopee Live on a routine basis ","{
  ""required_skills"": [
    ""Adobe software (Photoshop, Premiere, Lightroom)"",
    ""Video editing"",
    ""English (oral & written)"",
    ""Story telling"",
    ""Social media trends (Instagram, Tiktok)"",
    ""Product photography / videography"",
    ""Fashion sense"",
    ""Team collaboration"",
    ""Content creation (IG stories, Tiktok, IG Feeds/Reels)"",
    ""Campaign creation"",
    ""Product catalog creation"",
    ""Video production"",
    ""Live hosting (IG Live, Shopee Live)"",
    ""Time management (9 am - 5 pm)"",
    ""Attention to detail"",
    ""Communication skills""
  ]
}"
"MARKET SURVEY Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Kesehatan Kualifikasi :Usia maksimal 30 tahunPengalaman di bidang terkait minimal 2 tahunPendidikan Minimal SMA/SederajatTerbiasa dengan penjualan, negosiasi, dan presentasiMampu mengoperasikan komputer (Microsoft Word, Excel)Memiliki pengetahuan yang baik tentang area yang dipilih untuk area pendistribusian dan menguasai pemasaran di area tersebutJujur, ulet, & bertanggung jawabMemiliki kemampuan komunikasi yang baikDeskripsi Pekerjaan: Melakukan riset pasar terkait dengan trend jam tangan dan persaingan pasarMembuat, mengembangkan dan merumuskan rencana strategis penjualanMenjalankan proyek lapangan mulai dari perencanaan hingga pengumpulan dataMenganalisis dan membuat laporan terkait media, kampanye dan pesaingMerumuskan kampanye untuk branding dan mencapai anggaran penjualan Mengidentifikasi peluang ","{
  ""required_skills"": [
    ""penjualan"",
    ""negosiasi"",
    ""presentasi"",
    ""komputer (Microsoft Word, Excel)"",
    ""komunikasi"",
    ""analisis"",
    ""laporan"",
    ""rencana strategis"",
    ""pengumpulan data"",
    ""pemasaran"",
    ""pengetahuan pasar""
  ]
}"
